NM_CANDIDATO;NR_CANDIDATO;CD_CARGO;DS_CARGO;CD_GRAU_INSTRUCAO;DS_OCUPACAO;CD_OCUPACAO;CD_GENERO;sigla;ano
MARIA CELIA GAMA PERES;22;11;PREFEITO;7;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;4;MG;2004
ANGELO HENRIQUE SAKSIDA;15;11;PREFEITO;8;ODONTOLOGO;115;2;MG;2004
HAROLDO CUNHA ABREU;11;11;PREFEITO;3;INDUSTRIAL;206;2;MG;2004
TIAGO MARTINS;15;11;PREFEITO;8;ODONTOLOGO;115;2;MG;2004
JOSÉ DE SOUZA RABELO;33;11;PREFEITO;6;PRODUTOR AGROPECUARIO;234;2;MG;2004
JOSE HUMBERTO RIBEIRO;15;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
LUCIANO MAGNO COELHO;15;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
GERALDO FERREIRA DA SILVA;12;11;PREFEITO;4;PECUARISTA;602;2;MG;2004
JOSÉ AÉCIO DOS SANTOS;45;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
NOEMI SIMIONATTO GUINESI;14;11;PREFEITO;8;APOSENTADO (EXCETO SERVIDOR PUBLICO);923;4;MG;2004
SEBASTIAO ELOI DE SOUZA CAMPOS;45;11;PREFEITO;4;OUTROS;999;2;MG;2004
ITAMAR GUILHERME FERREIRA;22;11;PREFEITO;6;SENADOR, DEPUTADO E VEREADOR;201;2;MG;2004
VICENTE DE PAULA GERMANO;15;11;PREFEITO;8;ADVOGADO;131;2;MG;2004
GERALDO DE PAULA ANDRADE;22;11;PREFEITO;4;OUTROS;999;2;MG;2004
JOSÉ GERALDO ALVES GONÇALVES;14;11;PREFEITO;7;COMERCIANTE;169;2;MG;2004
ALAIR RODRIGUES DE FREITAS;15;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
RONEI VÍTOR DE BRITO;13;11;PREFEITO;6;AGRICULTOR;601;2;MG;2004
ANAEL ROBSON RAMOS FARIAS;40;11;PREFEITO;8;ADVOGADO;131;2;MG;2004
ANDERSON ADAUTO PEREIRA;22;11;PREFEITO;8;ADVOGADO;131;2;MG;2004
JOSÉ TADEU DE SOUZA;45;11;PREFEITO;5;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
MÁRIO REIS FILGUEIRAS;45;11;PREFEITO;7;EMPRESARIO;257;2;MG;2004
JOSÉ GERALDO RODRIGUES;12;11;PREFEITO;6;EMPRESARIO;257;2;MG;2004
JOSÉ FERREIRA DIAS;45;11;PREFEITO;3;PRODUTOR AGROPECUARIO;234;2;MG;2004
HÉLIO MÁRCIO GOMES;45;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;2;MG;2004
LÚCIO BALIEIRO GOMES;25;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
JOSE MARIA DE CASTRO MATOS;14;11;PREFEITO;6;MILITAR REFORMADO;921;2;MG;2004
JOSÉ MARIA PROCK;22;11;PREFEITO;6;TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO;151;2;MG;2004
JAIR ASBAHR;23;11;PREFEITO;8;EMPRESARIO;257;2;MG;2004
ANA ROSA MENDONÇA LASMAR MOREIRA;14;11;PREFEITO;8;SERVIDOR PUBLICO ESTADUAL;297;4;MG;2004
VALQUIRIA DE OLIVEIRA E SILVA;45;11;PREFEITO;8;SERVIDOR PUBLICO MUNICIPAL;298;4;MG;2004
ADAILTON FONSECA DA CUNHA;11;11;PREFEITO;4;PECUARISTA;602;2;MG;2004
UALTER LUIZ SANTIAGO FILHO;14;11;PREFEITO;7;COMERCIANTE;169;2;MG;2004
RONEIDO TEOFILO DE CARVALHO;22;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
ÉDEN CELESTINO VIEIRA;13;11;PREFEITO;4;AGRICULTOR;601;2;MG;2004
ILTON ROSA DE FREITAS;43;11;PREFEITO;4;AGRICULTOR;601;2;MG;2004
ARNALDO RIBEIRO DA FONSECA;12;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
CÉLIO VILEFORT MARTINS;23;11;PREFEITO;3;PRODUTOR AGROPECUARIO;234;2;MG;2004
FRANCISCO DE ASSIS SIMÕES THOMAZ;13;11;PREFEITO;8;MEDICO;111;2;MG;2004
ANTONIO GERALDO ALVES;11;11;PREFEITO;8;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;MG;2004
NATALICIO TENORIO CAVALCANTI FREITAS LIMA;22;11;PREFEITO;7;ADMINISTRADOR;125;2;MG;2004
JOSE RAIMUNDO DELGADO;25;11;PREFEITO;8;ENGENHEIRO;101;2;MG;2004
GERALDO BARBOSA LEÃO JUNIOR;11;11;PREFEITO;8;AGRONOMO;103;2;MG;2004
DIVA DE ANDRADE VIANA;22;11;PREFEITO;6;COMERCIANTE;169;4;MG;2004
WAGNER FIGUEIREDO DUTRA;15;11;PREFEITO;8;MEDICO;111;2;MG;2004
JOSÉ FLORISVAL DE ORNELAS;14;11;PREFEITO;8;MEDICO;111;2;MG;2004
SILVANIA SOARES DE CARVALHO;22;11;PREFEITO;8;ADMINISTRADOR;125;4;MG;2004
TELMA LUCIA RIOS CONTI;22;11;PREFEITO;6;OUTROS;999;4;MG;2004
ELPIDIO RIBEIRO NETO;25;11;PREFEITO;4;AGRICULTOR;601;2;MG;2004
EUGÊNIO PINTO;13;11;PREFEITO;5;EMPRESARIO;257;2;MG;2004
JOSÉ VIEIRA DE ALMEIDA;25;11;PREFEITO;4;COMERCIANTE;169;2;MG;2004
DENILSON ANDRADE DE ASSIS;23;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
MILTON SALLES NETO;11;11;PREFEITO;7;SERVIDOR PUBLICO ESTADUAL;297;2;MG;2004
EDSON HONORATO FIGUEIRÓ;45;11;PREFEITO;6;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;MG;2004
ANTONIO NAZARÉ SANTANA MELO;45;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
FERMINIO TON;15;11;PREFEITO;5;AGRICULTOR;601;2;MG;2004
ANTÔNIO DO VALLE RAMOS;11;11;PREFEITO;8;ADVOGADO;131;2;MG;2004
WILTON JOSE DOS SANTOS;13;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;2;MG;2004
AUMARY MARTINS DE SOUZA;15;11;PREFEITO;6;CONTADOR;124;2;MG;2004
ITIBERE RODRIGUES DOS SANTOS;13;11;PREFEITO;6;OUTROS;999;2;MG;2004
ELZIO MARIA DE PINHO;22;11;PREFEITO;8;MEDICO;111;2;MG;2004
DALMO VIEIRA LEROY;45;11;PREFEITO;4;SERVIDOR PUBLICO CIVIL APOSENTADO;922;2;MG;2004
ISMAEL SILVA CANDIDO;13;11;PREFEITO;8;SERVIDOR PUBLICO ESTADUAL;297;2;MG;2004
DANILO ALVES DE ALVARENGA;22;11;PREFEITO;8;ENGENHEIRO;101;2;MG;2004
MARCOS CESAR BRUNOZZI;11;11;PREFEITO;6;PRODUTOR AGROPECUARIO;234;2;MG;2004
NILZIO BARBOSA;15;11;PREFEITO;6;EMPRESARIO;257;2;MG;2004
SEBASTIÃO EDICÁSSIO RAIMUNDO;45;11;PREFEITO;8;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;MG;2004
ANTONIO CARLOS CIPRIANO CARNEIRO;45;11;PREFEITO;5;OUTROS;999;2;MG;2004
VICENTE DE PAULA VIEIRA;45;11;PREFEITO;8;SERVIDOR PUBLICO CIVIL APOSENTADO;922;2;MG;2004
DANIEL VALADARES CUNHA;23;11;PREFEITO;8;PECUARISTA;602;2;MG;2004
AVERALDO MOREIRA MARTINS;13;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;2;MG;2004
LUIZ BALBINO MOREIRA;15;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
MARGOT NAVARRO GRAZIANI PIOLI;23;11;PREFEITO;8;ADVOGADO;131;4;MG;2004
ADÃO PEREIRA SANTOS;15;11;PREFEITO;6;EMPRESARIO;257;2;MG;2004
FRANCISCO ALVES MOREIRA;15;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
GILBERTO SOUZA E SILVA;25;11;PREFEITO;8;ENGENHEIRO;101;2;MG;2004
DIVALDO ROSA DE JESUS;11;11;PREFEITO;4;OUTROS;999;2;MG;2004
JOAQUIM VELOSO PINTO;45;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
LUIZ ANTONIO DE FREITAS;45;11;PREFEITO;8;MEDICO;111;2;MG;2004
HAMILTON CHAGAS FILHO;25;11;PREFEITO;6;AGRICULTOR;601;2;MG;2004
CLÁUDIO DE PAULA BATISTA;13;11;PREFEITO;8;BANCARIO E ECONOMIARIO;395;2;MG;2004
JOAQUIM HIGINO DE SOUZA MACHADO;45;11;PREFEITO;7;EMPRESARIO;257;2;MG;2004
GILMAR SIDNEI DA SILVA;22;11;PREFEITO;3;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
ELIANA COLEN PIMENTA DE ABUABARA;15;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;4;MG;2004
JOSE DE SOUSA NELCI;22;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
ALBERTINO TEIXEIRA DA CRUZ;45;11;PREFEITO;3;OUTROS;999;2;MG;2004
MARIA CECILIA MARCHI BORGES;22;11;PREFEITO;8;ASSISTENTE SOCIAL;134;4;MG;2004
SÉRGIO LUIZ DE FREITAS;40;11;PREFEITO;8;ENGENHEIRO;101;2;MG;2004
LUIZ ARAÚJO FERREIRA;13;11;PREFEITO;6;SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA;910;2;MG;2004
ANTONIO DE PADUA DE CARVALHO MOURA;45;11;PREFEITO;3;COMERCIANTE;169;2;MG;2004
EVANDRO NERY;13;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;2;MG;2004
JOSÉ ALVES DUARTE;25;11;PREFEITO;2;PRODUTOR AGROPECUARIO;234;2;MG;2004
LUIZ ROBERTO SANTOS VILELA;25;11;PREFEITO;8;PECUARISTA;602;2;MG;2004
PLÁCIDO RIBEIRO VAZ;15;11;PREFEITO;8;INDUSTRIAL;206;2;MG;2004
NILZO DE FARIA;22;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
JOÃO RODRIGUES DOS REIS;14;11;PREFEITO;7;EMPRESARIO;257;2;MG;2004
HAROLDO DE SOUZA QUEIROZ;12;11;PREFEITO;5;EMPRESARIO;257;2;MG;2004
SILVIO PEREZ VIDAL;25;11;PREFEITO;4;PECUARISTA;602;2;MG;2004
CHRISTIAN VIEIRA DE MATOS;23;11;PREFEITO;8;COMERCIANTE;169;2;MG;2004
LUIZ ROBERTO DE SOUZA;15;11;PREFEITO;7;COMERCIARIO;170;2;MG;2004
CLAUDIO AUGUSTO SIQUEIRA;45;11;PREFEITO;6;TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO;151;2;MG;2004
SILAS FORTUNATO DE CARVALHO;25;11;PREFEITO;6;ANALISTA DE SISTEMAS;126;2;MG;2004
LUIZ CARLOS MACIEL;25;11;PREFEITO;8;MEDICO;111;2;MG;2004
MARTIM FRANCISCO BORGES DE ANDRADA;45;11;PREFEITO;8;ADVOGADO;131;2;MG;2004
ANTONIO PINHEIRO JÚNIOR;22;11;PREFEITO;6;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;MG;2004
FLÁVIO BOTELHO LEAL;31;11;PREFEITO;8;PRODUTOR AGROPECUARIO;234;2;MG;2004
GILBERTO NOGUEIRA CELLET;14;11;PREFEITO;8;AGRICULTOR;601;2;MG;2004
AUGUSTO SÉRGIO PICORELLI MASSA;13;11;PREFEITO;6;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
SILVIO RIBEIRO DE LIMA;13;11;PREFEITO;6;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
ITAMAR JOSE DA COSTA;22;11;PREFEITO;6;OUTROS;999;2;MG;2004
JULIO MARIA DE SOUSA;45;11;PREFEITO;3;COMERCIANTE;169;2;MG;2004
GIOVANI MESSIAS SOARES BAÍA;15;11;PREFEITO;8;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;MG;2004
GERALDO JOSE DO CARMO;40;11;PREFEITO;6;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
RUBENS DE ALMEIDA LACERDA;15;11;PREFEITO;8;MEDICO;111;2;MG;2004
RONALDO DE AZEVEDO CARVALHO;45;11;PREFEITO;8;AGRICULTOR;601;2;MG;2004
JOEL PINTO MARTINS;14;11;PREFEITO;6;INDUSTRIAL;206;2;MG;2004
GERALDO MAGELA DA SILVA;15;11;PREFEITO;8;PEDAGOGO;230;2;MG;2004
JULIO CESAR DE ALMEIDA BARROS;13;11;PREFEITO;8;MEDICO;111;2;MG;2004
EVERILSON CLEBER LEITE;22;11;PREFEITO;6;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
FILOMENO AFONSO DE FIGUEIREDO;45;11;PREFEITO;8;PRODUTOR AGROPECUARIO;234;2;MG;2004
LUIZ GONZAGA CINTRA;23;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
MANOEL BIBIANO DE CARVALHO NETO;36;11;PREFEITO;6;TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO;151;2;MG;2004
ANTÔNIO SIMÕES LEITE;25;11;PREFEITO;8;COMERCIANTE;169;2;MG;2004
SERGIO PAULO CAMPOS;45;11;PREFEITO;8;ENGENHEIRO;101;2;MG;2004
JAIR SIQUEIRA;22;11;PREFEITO;8;EMPRESARIO;257;2;MG;2004
JOSE NUNES DE OLIVEIRA;13;11;PREFEITO;6;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;2;MG;2004
KENY SOARES RODRIGUES;12;11;PREFEITO;8;MEDICO;111;2;MG;2004
NEREU NUNES PEREIRA;13;11;PREFEITO;6;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;MG;2004
MARCONDES DE OLIVEIRA E SOUSA;25;11;PREFEITO;8;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
PEDRO FIRMINO MAGESTY;15;11;PREFEITO;6;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;MG;2004
ILDEU DOS REIS PINTO;25;11;PREFEITO;4;EMPRESARIO;257;2;MG;2004
GILCLEBER BENTO DE SOUZA;15;11;PREFEITO;5;COMERCIARIO;170;2;MG;2004
GLAYSON DA SILVEIRA MARTINS;25;11;PREFEITO;8;MEDICO;111;2;MG;2004
JACQUES SOARES GUIMARÃES;11;11;PREFEITO;8;MEDICO;111;2;MG;2004
VASCO PRAÇA FILHO;15;11;PREFEITO;8;ZOOTECNISTA;255;2;MG;2004
SUELI SAMPAIO NOGUEIRA;14;11;PREFEITO;8;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;4;MG;2004
CARLOS ROBERTO CUSTODIO DA SILVA;14;11;PREFEITO;2;AGRICULTOR;601;2;MG;2004
NILTON FREIRE SAMPAIO;22;11;PREFEITO;8;SERVIDOR PUBLICO CIVIL APOSENTADO;922;2;MG;2004
GERALDO FLÁVIO DE ANDRADE;45;11;PREFEITO;8;FARMACEUTICO;117;2;MG;2004
VASCO NAVARRO RODRIGUES CALDAS;25;11;PREFEITO;5;AGRICULTOR;601;2;MG;2004
JOSÉ DOS SANTOS;11;11;PREFEITO;6;TRABALHADOR DE CONSTRUCAO CIVIL;709;2;MG;2004
PAULO FERNANDO DE BARROS PINTO;45;11;PREFEITO;6;PRODUTOR AGROPECUARIO;234;2;MG;2004
JOSÉ NATALINO BENINI DA CUNHA;15;11;PREFEITO;8;MEDICO;111;2;MG;2004
ERALDO EUSTÁQUIO SOARES;22;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
LEONARDO LACERDA CAMILO;15;11;PREFEITO;8;ENGENHEIRO;101;2;MG;2004
HUMBERTO ALVES CAMPOS;23;11;PREFEITO;8;OUTROS;999;2;MG;2004
NORIVAL FRANCISCO DE LIMA;25;11;PREFEITO;6;EMPRESARIO;257;2;MG;2004
CRISTÓVÃO COLOMBO VITA FILHO;45;11;PREFEITO;6;OUTROS;999;2;MG;2004
SILVIO GONÇALVES RIBEIRO DIAS;45;11;PREFEITO;8;MEDICO;111;2;MG;2004
BRENO SILVERIO DE MORAIS;14;11;PREFEITO;6;MOTORISTA DE VEICULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;531;2;MG;2004
VALDIR MARTINS FERREIRA;14;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
MARÍLIA APARECIDA CAMPOS;13;11;PREFEITO;8;PSICOLOGO;132;4;MG;2004
LIVANIA COLEN TELES;23;11;PREFEITO;6;NÃO INFORMADA;0;4;MG;2004
NEIVAL ALVES TRINDADE;45;11;PREFEITO;4;COMERCIANTE;169;2;MG;2004
ROGERIO MENDES DA COSTA;22;11;PREFEITO;6;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
JOSÉ VALTER VIEIRA;45;11;PREFEITO;3;MOTORISTA DE VEICULOS DE TRANSPORTE DE CARGA;532;2;MG;2004
MIGUEL HONORATO DE OLIVEIRA;45;11;PREFEITO;8;MEDICO;111;2;MG;2004
JOÃO ANTONIO RIBEIRO;23;11;PREFEITO;2;PECUARISTA;602;2;MG;2004
VICENTE DE PAULO SOUZA NUNES;15;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;2;MG;2004
DONIZETE MAGALHÃES BRANDÃO;11;11;PREFEITO;4;AGRICULTOR;601;2;MG;2004
SEBASTIÃO NAVARRO VIEIRA FILHO;25;11;PREFEITO;8;SENADOR, DEPUTADO E VEREADOR;201;2;MG;2004
SEBASTIÃO GOMES DO NASCIMENTO;11;11;PREFEITO;6;SERVIDOR PUBLICO CIVIL APOSENTADO;922;2;MG;2004
ATAIDE VILELA;12;11;PREFEITO;8;ENGENHEIRO;101;2;MG;2004
SEBASTIÃO NAZARETH DE CASTRO;25;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
MANOEL NONATO;12;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
GUILHERME SIMÕES NEVES;14;11;PREFEITO;7;EMPRESARIO;257;2;MG;2004
EDUARDO LUCIO SILVA;45;11;PREFEITO;8;ENGENHEIRO;101;2;MG;2004
WILSON MOREIRA MACIEL;11;11;PREFEITO;3;OUTROS;999;2;MG;2004
LUIZ ANTONIO MEDEIROS;25;11;PREFEITO;3;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;MG;2004
CELIO ALVES PINTO;14;11;PREFEITO;7;NÃO INFORMADA;0;2;MG;2004
JOÃO EBER BARRETO NOMAN;15;11;PREFEITO;8;EMPRESARIO;257;2;MG;2004
JOSÉ JOÃO DE FIGUEIRÓ OLIVEIRA;12;11;PREFEITO;6;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
OSMAIR MARTINS;45;11;PREFEITO;3;EMPRESARIO;257;2;MG;2004
RENES JOSE BORGES PEREIRA;22;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
PAULO PEIXOTO DO AMARAL;14;11;PREFEITO;8;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
ROMÁRIO VICENTE ALVES FERREIRA;14;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
JOAO ANTONIO DE ALMEIDA;15;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
ELEOTERIO DE OLIVEIRA;45;11;PREFEITO;3;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;MG;2004
ISVALDINO DE ASSUNÇÃO;14;11;PREFEITO;3;PRODUTOR AGROPECUARIO;234;2;MG;2004
ALMIR DE SOUZA MUNIZ;43;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;2;MG;2004
RAIMUNDO MENEZES DE CARVALHO FILHO;15;11;PREFEITO;8;ECONOMISTA;121;2;MG;2004
JOSE ALFREDO DE CARVALHO;13;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
JOSÉ BARBOSA FILHO;14;11;PREFEITO;8;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;143;2;MG;2004
GERALDO FULCO;15;11;PREFEITO;5;NÃO INFORMADA;0;2;MG;2004
JOSÉ MARIA DE OLIVEIRA;15;11;PREFEITO;4;PRODUTOR AGROPECUARIO;234;2;MG;2004
ALBERTO EUSTAQUIO CALDEIRA DE MELO;15;11;PREFEITO;8;MEDICO;111;2;MG;2004
MARCELO CARVALHO;22;11;PREFEITO;6;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
OLIVIO QUINTÃO VIDIGAL NETO;11;11;PREFEITO;6;TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO;151;2;MG;2004
ELIAS JOSE DA FONSECA;25;11;PREFEITO;6;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;MG;2004
INÁCIO DE LOYOLA MACHADO FERREIRA;25;11;PREFEITO;8;VETERINARIO;112;2;MG;2004
ARLINDO BARBOSA NETO;22;11;PREFEITO;6;TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO;151;2;MG;2004
ORIVALDO ALVES DE OLIVEIRA;22;11;PREFEITO;6;OUTROS;999;2;MG;2004
MARCO ANTONIO ANDRADE;45;11;PREFEITO;8;ADVOGADO;131;2;MG;2004
GERCI DAVID DOS SANTOS;45;11;PREFEITO;8;MEDICO;111;2;MG;2004
JOSÉ FERREIRA JARDIM;15;11;PREFEITO;2;OUTROS;999;2;MG;2004
DOMINGAS DA SILVA PAZ;22;11;PREFEITO;6;ASSISTENTE SOCIAL;134;4;MG;2004
JOSE AUGUSTO DA SILVA NETO;13;11;PREFEITO;8;OUTROS;999;2;MG;2004
AFONSO ARINOS DE CAMPOS GANDRA;25;11;PREFEITO;8;ADVOGADO;131;2;MG;2004
DIONE MARIA PERES;15;11;PREFEITO;8;ANALISTA DE SISTEMAS;126;4;MG;2004
JUAREZ GONÇALVES GOMES;23;11;PREFEITO;4;EMPRESARIO;257;2;MG;2004
SOLANO DE BARROS;22;11;PREFEITO;8;AGRONOMO;103;2;MG;2004
MÁRCIO JOSÉ DOS SANTOS SOARES;15;11;PREFEITO;6;SERVIDOR PUBLICO CIVIL APOSENTADO;922;2;MG;2004
DIMAS DOS REIS RIBEIRO;13;11;PREFEITO;8;PROFESSOR DE ENSINO SUPERIOR;142;2;MG;2004
ISAAC ROZENTAL;14;11;PREFEITO;4;EMPRESARIO;257;2;MG;2004
LAURO DE OLIVEIRA;15;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
JOSÉ CLÉRIO ALVES TERRA;14;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
HÉLIO DE PAIVA COELHO;15;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
ANGELO OSWALDO DE ARAUJO SANTOS;15;11;PREFEITO;8;JORNALISTA E REDATOR;171;2;MG;2004
LUIZ ANTONIO SABINO;15;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
JAIME SILVA;14;11;PREFEITO;6;PRODUTOR AGROPECUARIO;234;2;MG;2004
PIETRO CHAVES FILHO;12;11;PREFEITO;7;COMERCIANTE;169;2;MG;2004
CARLOS ALBERTO BEJANI;14;11;PREFEITO;4;SENADOR, DEPUTADO E VEREADOR;201;2;MG;2004
DARCI DE MORAES CARDOSO;15;11;PREFEITO;3;EMPRESARIO;257;2;MG;2004
ERMIR FONSECA MOREIRA;14;11;PREFEITO;8;SERVIDOR PUBLICO ESTADUAL;297;2;MG;2004
JOÃO DE CARVALHO PIRES;11;11;PREFEITO;8;DIRETOR DE ESTABELECIMENTO DE ENSINO;144;2;MG;2004
TARCÍSIO CAETANO DE ARAÚJO;15;11;PREFEITO;3;APOSENTADO (EXCETO SERVIDOR PUBLICO);923;2;MG;2004
ALTAIR GERALDO ROSA;22;11;PREFEITO;6;COMERCIANTE;169;2;MG;2004
MAURÍLIO SOARES GUIMARÃES;25;11;PREFEITO;3;PRESIDENTE DA REPUBLICA, MINISTRO DE ESTADO, GOVERNADOR E PREFEITO;203;2;MG;2004
MARCELO FERREIRA MESQUITA;14;11;PREFEITO;8;AGRONOMO;103;2;MG;2004
NEWTON FIRMINO DA CRUZ;15;11;PREFEITO;8;MEDICO;111;2;MG;2004
OTÁVIO MARIA DE OLIVEIRA;14;11;PREFEITO;3;APOSENTADO (EXCETO SERVIDOR PUBLICO);923;2;MG;2004
MARCOS ARAÚJO BARBOSA;25;11;PREFEITO;8;MEDICO;111;2;MG;2004
OSVALDO RIBEIRO;45;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
MARCELO LEAO FERREIRA;22;11;PREFEITO;8;MEDICO;111;2;MG;2004
FRONTINO ESIO SANTANA;11;11;PREFEITO;4;PRODUTOR AGROPECUARIO;234;2;MG;2004
ROBERTO RICARDO DE SOUZA;25;11;PREFEITO;8;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
PAULO ROBERTO PIRES;15;11;PREFEITO;3;COMERCIANTE;169;2;MG;2004
ANTONIO MAYRINK BORDONI;22;11;PREFEITO;8;SERVIDOR PUBLICO MUNICIPAL;298;2;MG;2004
OTENIDES DOS SANTOS HOTT PRAÇA;45;11;PREFEITO;2;AGRICULTOR;601;2;MG;2004
OLDAIRA MARIA DE ANDRADE;25;11;PREFEITO;8;PECUARISTA;602;4;MG;2004
ANTONIO TIRONE DIAS;11;11;PREFEITO;3;AGRICULTOR;601;2;MG;2004
SERGIO MARCOS CARVALHO BREDER;28;11;PREFEITO;8;AGRICULTOR;601;2;MG;2004
DENNI CARLOS QUEIROZ;23;11;PREFEITO;8;ADMINISTRADOR;125;2;MG;2004
LUIZ CARLOS DA SILVA;23;11;PREFEITO;2;AGRICULTOR;601;2;MG;2004
YURI VAZ DE OLIVEIRA;15;11;PREFEITO;4;TRABALHADOR DE FABRICACAO DE ARTEFATOS DE MADEIRA;713;2;MG;2004
LEONARDO DO CARMO COELHO;45;11;PREFEITO;6;POLICIAL MILITAR;233;2;MG;2004
DIRCEU DOS SANTOS RIBEIRO;25;11;PREFEITO;3;SERVENTUARIO DE JUSTICA;293;2;MG;2004
ALAOR JOSÉ MACHADO;11;11;PREFEITO;2;PECUARISTA;602;2;MG;2004
JOAO BATISTA TRINDADE AZZI;25;11;PREFEITO;0;APOSENTADO (EXCETO SERVIDOR PUBLICO);923;2;MG;2004
AÉRCIO ALVARENGA DA SILVA;14;11;PREFEITO;6;ENFERMEIRO;113;2;MG;2004
REINALDO LANDULFO TEIXEIRA;14;11;PREFEITO;8;ENGENHEIRO;101;2;MG;2004
ANTÉRIO MÂNICA;45;11;PREFEITO;6;AGRICULTOR;601;2;MG;2004
